Event	ID	Name			Wwise Object Path	Notes
	341840977	Play_UI_Coins_NotEnough			\UI\Coins\Play_UI_Coins_NotEnough	
	514743570	Play_UI_Score_Boost_Increase			\UI\Score\Play_UI_Score_Boost_Increase	
	687442261	Play_UI_Challenge_Victory			\UI\Challenge\Play_UI_Challenge_Victory	
	756647417	Play_UI_Upgrade_Stars_Confirm_Down			\UI\Upgrade\Play_UI_Upgrade_Stars_Confirm_Down	
	869515734	Play_UI_LevelClear			\UI\Level Clear\Play_UI_LevelClear	
	1301238758	Play_UI_Upgrade_Stars_Increase			\UI\Upgrade\Play_UI_Upgrade_Stars_Increase	
	1330313623	Play_UI_Score_Combo_Increase			\UI\Score\Play_UI_Score_Combo_Increase	
	1428185736	Reset_UI_Upgrade_Stars			\UI\Upgrade\Reset_UI_Upgrade_Stars	
	1643265098	Play_UI_Pause_Open			\UI\Pause\Play_UI_Pause_Open	
	1730131854	Play_UI_Pause_Close			\UI\Pause\Play_UI_Pause_Close	
	1736447005	Play_Game_Paused			\UI\Pause\Play_Game_Paused	
	1844184335	Play_UI_Button_Delete			\UI\Common\Play_UI_Button_Delete	
	1888300740	Play_UI_Challenge_Begin			\UI\Challenge\Play_UI_Challenge_Begin	
	1923153687	Play_UI_GameOver			\UI\Play_UI_GameOver	
	2143876607	Play_UI_Coins_Count			\UI\Coins\Play_UI_Coins_Count	
	2219055143	Play_UI_GameOver_Complete			\UI\Play_UI_GameOver_Complete	
	2323905208	Play_UI_LevelClear_Stars			\UI\Level Clear\Play_UI_LevelClear_Stars	
	2348959405	Play_UI_LevelClear_Step_Pre			\UI\Level Clear\Play_UI_LevelClear_Step_Pre	
	2579295914	Play_UI_Score_Combo_Points			\UI\Score\Play_UI_Score_Combo_Points	
	2586193362	Play_UI_Score_Combo_Text			\UI\Score\Play_UI_Score_Combo_Text	
	2656257272	Play_TitleScreenStart			\UI\Play_TitleScreenStart	
	2952083749	Play_UI_Button_Untoggled			\UI\Common\Play_UI_Button_Untoggled	
	3121796866	Play_UI_Score_Boost_Decrease			\UI\Score\Play_UI_Score_Boost_Decrease	
	3217946907	Play_UI_Button_Back			\UI\Common\Play_UI_Button_Back	
	3391936382	Play_UI_Upgrade_Stars_Decrease			\UI\Upgrade\Play_UI_Upgrade_Stars_Decrease	
	3409627799	Play_UI_LevelClear_Step			\UI\Level Clear\Play_UI_LevelClear_Step	
	3452408789	Play_UI_Slider_Changed			\UI\Common\Play_UI_Slider_Changed	
	3480528918	Play_UI_Pause_Tab_Close			\UI\Pause\Play_UI_Pause_Tab_Close	
	3534002376	Play_UI_Prompt_Close			\UI\Common\Play_UI_Prompt_Close	
	3671476972	Play_UI_LevelClear_Complete			\UI\Level Clear\Play_UI_LevelClear_Complete	
	3754632102	Play_UI_Pause_Tab_Change			\UI\Pause\Play_UI_Pause_Tab_Change	
	3905923884	Play_UI_Prompt_Open			\UI\Common\Play_UI_Prompt_Open	
	3960592670	Play_UI_Upgrade_Stars_Confirm_Up			\UI\Upgrade\Play_UI_Upgrade_Stars_Confirm_Up	
	3983651624	Play_UI_Button_Pressed			\UI\Common\Play_UI_Button_Pressed	
	4012712557	Play_UI_Challenge_Fail			\UI\Challenge\Play_UI_Challenge_Fail	
	4104782297	Stop_UI_Coins_Count			\UI\Coins\Stop_UI_Coins_Count	
	4158094875	Stop_Game_Paused			\UI\Pause\Stop_Game_Paused	
	4173001919	Play_UI_Upgrade_Stars_Insuficient			\UI\Upgrade\Play_UI_Upgrade_Stars_Insuficient	

Switch Group	ID	Name			Wwise Object Path	Notes
	1583877764	UI_LevelClear_Stars_Type			\Default Work Unit\UI_LevelClear_Stars_Type	
	3647429270	game_ScoreCombo			\Default Work Unit\game_ScoreCombo	
	3937790049	UI_CoinsCount			\Default Work Unit\UI_CoinsCount	

Switch	ID	Name	Switch Group			Notes
	444308101	New	UI_LevelClear_Stars_Type			
	930712164	Off	UI_LevelClear_Stars_Type			
	1031377680	Old	UI_LevelClear_Stars_Type			
	3975219728	combo_08	game_ScoreCombo			
	3975219729	combo_09	game_ScoreCombo			
	3975219737	combo_01	game_ScoreCombo			
	3975219738	combo_02	game_ScoreCombo			
	3975219739	combo_03	game_ScoreCombo			
	3975219740	combo_04	game_ScoreCombo			
	3975219741	combo_05	game_ScoreCombo			
	3975219742	combo_06	game_ScoreCombo			
	3975219743	combo_07	game_ScoreCombo			
	3991997323	combo_10	game_ScoreCombo			
	1544965421	Decrease	UI_CoinsCount			
	3145449845	Increase	UI_CoinsCount			

Game Parameter	ID	Name			Wwise Object Path	Notes
	3647429270	game_ScoreCombo			\Default Work Unit\game_ScoreCombo	

Modulator Envelope	ID	Name			Wwise Object Path	Notes
	17747083	Modulator Envelope (Custom)				
	92404824	Modulator Envelope (Custom)				
	329037127	Modulator Envelope (Custom)				
	587468433	Modulator Envelope (Custom)				

Effect plug-ins	ID	Name	Type				Notes
	661796651	Blue_Distant_Echoes (Custom)	Wwise Stereo Delay			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	6417400	ui_score_combo_voice_4_veryhigh_point_a_02	I:\MA2\Magenta-Arcade_Wwise\.cache\4B\{4B5F1505-3462-6944-66A6-5DEA941CAE88}.wem		\Actor-Mixer Hierarchy\UI\UI_Sounds\UI_Pauseable\Score\Combo\Combo_Voices\Combo_Text_Voice\Voice_4_VeryHigh\ui_score_combo_voice_4_veryhigh_point_a_02		9683
	9485254	ui_score_combo_voice_4_veryhigh_point_a_03	I:\MA2\Magenta-Arcade_Wwise\.cache\5E\{5EE6EBE6-F9A9-960D-8878-B5B6CEE06219}.wem		\Actor-Mixer Hierarchy\UI\UI_Sounds\UI_Pauseable\Score\Combo\Combo_Voices\Combo_Text_Voice\Voice_4_VeryHigh\ui_score_combo_voice_4_veryhigh_point_a_03		10869
	11365944	ui_level_clear_step_c_pre_01	I:\MA2\Magenta-Arcade_Wwise\.cache\A0\{A07268AB-9F94-8A0D-C8B3-C86DA4710B3C}.wem		\Actor-Mixer Hierarchy\UI\UI_Sounds\Screens\Level Clear\LevelClear_Step_Pre\ui_level_clear_step_c_pre_01		15662
	21116428	ui_score_combo_voice_3_high_exp_a_03	I:\MA2\Magenta-Arcade_Wwise\.cache\0D\{0DA6E738-7787-AFAD-BD51-D38AD7B885DD}.wem		\Actor-Mixer Hierarchy\UI\UI_Sounds\UI_Pauseable\Score\Combo\Combo_Voices\Combo_Points_Exp\Exp_3_High\ui_score_combo_voice_3_high_exp_a_03		9370
	22061155	ui_level_clear_step_c_01	I:\MA2\Magenta-Arcade_Wwise\.cache\ED\{ED8DA75C-5889-A978-A0E2-A4E3A9617505}.wem		\Actor-Mixer Hierarchy\UI\UI_Sounds\Screens\Level Clear\LevelClear_Step\ui_level_clear_step_c_01		77359
	35334536	chr_npc_voice_nene_loop_01	I:\MA2\Magenta-Arcade_Wwise\.cache\90\{90F30438-9362-4247-1F89-BDFC3121F6FF}.wem		\Actor-Mixer Hierarchy\UI\UI_Sounds\Buttons\NPC_Voices\chr_npc_voice_nene_loop_01		104301
	46653792	ui_level_clear_step_a_01	I:\MA2\Magenta-Arcade_Wwise\.cache\F2\{F2029122-3926-55B8-5A61-9C612848F33B}.wem		\Actor-Mixer Hierarchy\UI\UI_Sounds\Screens\Level Clear\LevelClear_Step\ui_level_clear_step_a_01		77317
	56559461	ui_score_combo_text_2_mid_01	I:\MA2\Magenta-Arcade_Wwise\.cache\22\{223A11F9-8E46-3270-9265-4277574AF163}.wem		\Actor-Mixer Hierarchy\UI\UI_Sounds\UI_Pauseable\Score\Combo\Combo_Text\Text_2_Mid\ui_score_combo_text_2_mid_01		25835
	59314098	ui_score_boost_increase_03	I:\MA2\Magenta-Arcade_Wwise\.cache\E6\{E6FF9CE4-0C48-A2A3-6DE4-2BEDAA705552}.wem		\Actor-Mixer Hierarchy\UI\UI_Sounds\UI_Pauseable\Score\Boost\Boost_Increase\ui_score_boost_increase_03		7522
	71812379	ui_score_combo_voice_5_perfect_exp_a_03	I:\MA2\Magenta-Arcade_Wwise\.cache\D6\{D6F1A71F-5FF8-B3B2-24A5-A9ADD5170940}.wem		\Actor-Mixer Hierarchy\UI\UI_Sounds\UI_Pauseable\Score\Combo\Combo_Voices\Combo_Points_Exp\Exp_5_Perfect\ui_score_combo_voice_5_perfect_exp_a_03		10453
	94380521	ui_score_combo_increase_06	I:\MA2\Magenta-Arcade_Wwise\.cache\13\{139519D1-97B8-2FB8-8CE9-777856439E24}.wem		\Actor-Mixer Hierarchy\UI\UI_Sounds\UI_Pauseable\Score\Combo\Combo_Increase\Combo_Increase\ui_score_combo_increase_06		6683
	94469038	ui_score_boost_decrease_03	I:\MA2\Magenta-Arcade_Wwise\.cache\97\{9757B872-2439-D493-177E-BF278535722C}.wem		\Actor-Mixer Hierarchy\UI\UI_Sounds\UI_Pauseable\Score\Boost\Boost_Decrease\ui_score_boost_decrease_03		7359
	95269725	ui_coin_decrease_01	I:\MA2\Magenta-Arcade_Wwise\.cache\C4\{C4D4D695-50F9-39A1-9FF3-6E196C1EEA37}.wem		\Actor-Mixer Hierarchy\UI\UI_Sounds\UI_Pauseable\Coins\Coin_Start\Coin_Decrease\ui_coin_decrease_01		31156
	125480332	ui_upgrade_stars_count_decrease_03	I:\MA2\Magenta-Arcade_Wwise\.cache\89\{891FF459-01FB-7D4E-8981-FB4AEAE3730A}.wem		\Actor-Mixer Hierarchy\UI\UI_Sounds\UI_Pauseable\Upgrade\Stars_Count\Stars_Decrease\ui_upgrade_stars_count_decrease_03		20119
