Event	ID	Name			Wwise Object Path	Notes
	124492286	Play_Int_Pressable_Button_Cassette_Open			\World\Interactable\Pressable_Button\Play_Int_Pressable_Button_Cassette_Open	
	326371423	Play_Int_Altar_Close_End			\World\Interactable\Altar\Play_Int_Altar_Close_End	
	579027082	Play_Int_Holdable_Button_On			\World\Interactable\Holdable_Button\Play_Int_Holdable_Button_On	
	753128724	Stop_World_Lanes_Hub			\World\Interactable\Lanes\Stop_World_Lanes_Hub	
	807251578	Play_World_Lanes_Hub			\World\Interactable\Lanes\Play_World_Lanes_Hub	
	1308077237	Play_Int_Pressable_Button_UpgradeSet_On			\World\Interactable\Pressable_Button\Play_Int_Pressable_Button_UpgradeSet_On	
	1428185736	Reset_UI_Upgrade_Stars			\UI\Upgrade\Reset_UI_Upgrade_Stars	
	1622153173	Play_Int_Pressable_Button_Cassette_Off			\World\Interactable\Pressable_Button\Play_Int_Pressable_Button_Cassette_Off	
	1905457451	Play_Int_Pressable_Button_Round_Off			\World\Interactable\Pressable_Button\Play_Int_Pressable_Button_Round_Off	
	1929620237	Stop_Int_Phone_Ringing			\World\Interactable\Phone\Stop_Int_Phone_Ringing	
	2045046241	Play_Int_Pressable_Button_UpgradeSet_Off			\World\Interactable\Pressable_Button\Play_Int_Pressable_Button_UpgradeSet_Off	
	2486052939	Play_Int_Phone_Ringing			\World\Interactable\Phone\Play_Int_Phone_Ringing	
	2524483255	Stop_Int_Holdable_Button_Charge			\World\Interactable\Holdable_Button\Stop_Int_Holdable_Button_Charge	
	2601660719	Play_Int_Phone_Open			\World\Interactable\Phone\Play_Int_Phone_Open	
	2854315415	Play_Int_Pressable_Button_Round_On			\World\Interactable\Pressable_Button\Play_Int_Pressable_Button_Round_On	
	2939933975	Play_Int_Altar_Open			\World\Interactable\Altar\Play_Int_Altar_Open	
	3291165179	Play_Int_Altar_Destroy			\World\Interactable\Altar\Play_Int_Altar_Destroy	
	3307402533	Play_Int_Phone_Close			\World\Interactable\Phone\Play_Int_Phone_Close	
	3506300265	Play_Int_Pressable_Button_Cassette_On			\World\Interactable\Pressable_Button\Play_Int_Pressable_Button_Cassette_On	
	3531596961	Play_Int_Holdable_Button_Charge			\World\Interactable\Holdable_Button\Play_Int_Holdable_Button_Charge	
	3600714944	Play_Int_Holdable_Button_Off			\World\Interactable\Holdable_Button\Play_Int_Holdable_Button_Off	
	4059652730	Play_Int_Pressable_Button_Cassette_Close			\World\Interactable\Pressable_Button\Play_Int_Pressable_Button_Cassette_Close	
	4119019645	Play_Int_Altar_Close			\World\Interactable\Altar\Play_Int_Altar_Close	

State Group	ID	Name			Wwise Object Path	Notes
	646625282	Hub			\Default Work Unit\Hub	

State	ID	Name	State Group			Notes
	26822469	Exit	Hub			
	748895195	None	Hub			
	782826392	Default	Hub			
	2368844905	Enter	Hub			
	3349798655	Phone_Zap	Hub			
	4265022948	Phone_Ringtone	Hub			

Modulator Envelope	ID	Name			Wwise Object Path	Notes
	1071721072	Modulator Envelope (Custom)				

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	23679032	world_int_altar_open_02	I:\MA2\Magenta-Arcade_Wwise\.cache\52\{52F6C91F-2F93-6FA7-3011-F73442C30AEF}.wem		\Actor-Mixer Hierarchy\World\WORLD_Interactable\Altar\Altar_Open\world_int_altar_open_02		8524
	24412398	world_int_altar_destroy_05	I:\MA2\Magenta-Arcade_Wwise\.cache\A6\{A6027543-94FD-B6C1-5BB6-7807B7895F5D}.wem		\Actor-Mixer Hierarchy\World\WORLD_Interactable\Altar\Altar_Destroy\world_int_altar_destroy_05		25156
	71724442	world_int_pressable_button_round_off_01	I:\MA2\Magenta-Arcade_Wwise\.cache\35\{35A0CAF2-5A7E-B2C4-346E-BA51F45ADCA2}.wem		\Actor-Mixer Hierarchy\World\WORLD_Interactable\Clicks\Round_Off\world_int_pressable_button_round_off_01		4358
	91302350	world_int_altar_close_end_03	I:\MA2\Magenta-Arcade_Wwise\.cache\FA\{FA38F2D3-A340-1AFE-85E9-251AF775748E}.wem		\Actor-Mixer Hierarchy\World\WORLD_Interactable\Altar\Altar_Close_End\world_int_altar_close_end_03		6156
	123794605	world_int_pressable_button_cassete_on_02	I:\MA2\Magenta-Arcade_Wwise\.cache\EF\{EFB8ECAA-64F8-61CE-837F-48C732AE37A8}.wem		\Actor-Mixer Hierarchy\World\WORLD_Interactable\Clicks\Cassette_On\world_int_pressable_button_cassete_on_02		11865
	136481630	world_int_altar_close_01	I:\MA2\Magenta-Arcade_Wwise\.cache\2F\{2F0A43ED-F9DB-012D-D19D-E41D78C1427E}.wem		\Actor-Mixer Hierarchy\World\WORLD_Interactable\Altar\Altar_Close\world_int_altar_close_01		5531
	148086566	world_int_holdable_button_click_off_03	I:\MA2\Magenta-Arcade_Wwise\.cache\0A\{0A048ED2-504F-54A1-7E9F-120EEA0F3CB5}.wem		\Actor-Mixer Hierarchy\World\WORLD_Interactable\Clicks\Holdable_Off\world_int_holdable_button_click_off_03		3718
	168160162	world_int_altar_close_03	I:\MA2\Magenta-Arcade_Wwise\.cache\07\{07744F97-351D-9CAC-DDE5-706355B6497A}.wem		\Actor-Mixer Hierarchy\World\WORLD_Interactable\Altar\Altar_Close\world_int_altar_close_03		6405
	181189918	world_int_altar_close_end_01	I:\MA2\Magenta-Arcade_Wwise\.cache\5B\{5B403D59-CAFB-C2CD-D3BB-264247ADBE0F}.wem		\Actor-Mixer Hierarchy\World\WORLD_Interactable\Altar\Altar_Close_End\world_int_altar_close_end_01		5957
	271404527	world_int_altar_open_01	I:\MA2\Magenta-Arcade_Wwise\.cache\95\{95583BD8-D4A3-6DE5-B81E-DA7D03769E72}.wem		\Actor-Mixer Hierarchy\World\WORLD_Interactable\Altar\Altar_Open\world_int_altar_open_01		11193
	275774841	world_int_pressable_button_round_on_03	I:\MA2\Magenta-Arcade_Wwise\.cache\B6\{B6B41A99-6968-5AAF-A20A-EAAD1D049B13}.wem		\Actor-Mixer Hierarchy\World\WORLD_Interactable\Clicks\Round_On\world_int_pressable_button_round_on_03		14200
